     1  -2.3610  0.9478  1.8108  0.5286 -0.7539 -1.9678    -0.3871 -0.3834 -0.1827    0.4107  0.7477 -0.4038 -0.3306    1 0 1    8
     2   2.2159 -1.0176  1.9801  2.1781  0.5400  1.9495    -0.0066  0.0088  0.5107   -0.1422 -0.3381  0.1292  0.9213    1 0 0    8
     3   2.6212  0.6548  0.9462  2.5123 -1.4790 -0.4706    -0.6540  0.3748  0.3424    0.0048  0.9506  0.2857  0.1211    1 0 1    8
     4   0.5281  1.1761  2.4326  0.7247  0.5455 -0.8354     0.1721  0.1004 -0.2556   -0.2403  0.8582  0.0831 -0.4460    1 0 0    8
     5  -1.2404  1.7113  0.6275 -1.9524  0.2624 -1.7906     0.2566 -0.7481 -0.3964    0.8334 -0.3257  0.1725  0.4117    1 0 0    8
     6   2.1584  1.0931  1.7149  0.9359 -0.7222 -2.2741    -0.3087  0.4634 -0.2467    0.8821  0.1103  0.1129 -0.4437    1 0 1    8
     7   1.7976 -0.5582 -1.4176  0.8207 -1.4205  1.2458     0.1528 -0.6621  0.1925   -0.1425  0.9049  0.0975  0.3889    0 1 1    8
     8   0.1725 -1.0053 -0.5250 -1.8540  1.6354 -0.8708    -0.8468 -0.1475  0.2606    0.6777  0.4259 -0.1960  0.5665    0 1 0    8
     9   0.3325  0.7817 -1.5647  0.0709 -0.9266  1.0781    -0.0204 -0.0070  0.6596    0.2722  0.7031 -0.4522 -0.4766    0 1 1    8
    10   2.1006  0.5599  0.8026 -0.5351  0.4599 -1.7641    -0.3581  0.6115  0.4805   -0.6721 -0.3774 -0.1356  0.6225    1 0 0    8
    11   0.3313  0.5312  1.9389 -0.7914 -1.0573 -1.9551     0.4980  0.1713  0.0122   -0.7019 -0.0959 -0.4585  0.5366    1 0 1    8
    12  -0.5071  2.0444 -0.5138 -0.0542  0.4670 -0.7651     0.7693 -0.4274 -0.1860   -0.1217  0.8318 -0.3403  0.4214    1 1 0    8
    13  -1.6166 -0.5135 -0.1430  0.0380 -0.6108 -0.7310     0.0235  0.5135  0.7722    0.2540  0.5347  0.7357 -0.3291    0 1 1    8
    14   2.0233  1.6918  2.3674  2.0020 -0.3801 -1.7638    -0.0287  0.0589 -0.3460    0.7060 -0.4713  0.5231  0.0762    1 0 1    8
    15   0.5238 -0.2952  1.1986 -1.7163  0.4549 -0.9771     0.2131  0.1231  0.7276    0.4032 -0.1856  0.8331 -0.3300    1 0 0    8
    16  -0.9773 -0.4409  1.8142 -1.6772  0.1388  2.6021     0.1558 -0.2310  0.5011    0.5412  0.3206 -0.0641  0.7747    1 0 0    8
    17  -1.1497  1.9574  2.5353  0.4634 -0.1790  0.6381    -0.0211  0.0472 -0.2743   -0.7358 -0.3788  0.0177  0.5610    0 0 1    8
    18   2.6252  1.0690  1.7094 -0.9968 -1.0583 -2.0547    -0.4914  0.2790 -0.2322   -0.1657 -0.7859  0.3175  0.5041    1 0 1    8
    19   1.0089 -0.9786  2.5282  0.5895  1.3403 -0.7079     0.0567  0.0901  0.2614    0.6986 -0.6435 -0.3036 -0.0754    1 0 0    8
    20   1.6362  0.4999  0.8908 -0.2596  0.5461 -1.3543    -0.0450  0.6865  0.4809   -0.8187  0.0088 -0.0380  0.5729    1 0 0    8
    21   1.5655  2.0943  0.1498  0.4168 -1.0623  2.4933     0.0041  0.7649 -0.5243    0.4283  0.3952  0.7361 -0.3444    1 0 1    8
    22   0.4543  0.4793  2.3238  0.3016 -1.4113 -0.6355     0.3297  0.1610 -0.0535   -0.2181  0.6090 -0.1451  0.7487    1 0 1    8
    23  -1.9020 -0.9944 -1.5175  2.4674 -0.5756 -1.3975     0.2146  0.6241 -0.1427   -0.8354 -0.1261 -0.0511  0.5326    0 1 1    8
    24  -2.4993  2.0832 -0.6330 -2.3131  0.3615 -1.7849    -0.6956 -0.5204 -0.1629    0.3334 -0.4625 -0.2146  0.7930    1 1 0    8
    25  -0.4567  0.1615  1.0977 -2.4756  1.1115 -0.9622     0.4750 -0.2334  0.5913    0.1433 -0.2758  0.7951  0.5207    1 0 0    8
    26  -1.3735  0.8346 -0.3656  1.0623 -1.0659 -0.0217     0.1079 -0.5397  0.7304    0.1157 -0.4178 -0.2500  0.8658    1 1 1    8
    27   1.0626  1.3251  2.5384  0.5846 -0.6210 -2.3238     0.0580  0.1042 -0.2508    0.9767 -0.1071  0.1163  0.1448    1 0 1    8
    28   2.9094  0.4992 -1.4268 -2.3954 -0.1211 -0.5265     0.1642 -0.0388  0.6830    0.1269  0.3882 -0.0241  0.9125    0 1 1    8
    29   0.9342 -0.0441  1.8493  2.4800 -1.5845 -2.6054     0.2657  0.3595  0.3381   -0.2206  0.9129 -0.3179  0.1297    1 0 1    8
    30  -0.1810  1.1558  1.5601 -0.2552 -0.6204 -2.2499     0.6000 -0.1098 -0.2557    0.8033 -0.3302  0.4602 -0.1840    1 0 1    8
    31   0.0443 -0.0947  0.7091  0.4213 -0.5117 -2.4819     0.2339  0.0104  0.8402   -0.0140  0.1216 -0.8558  0.5026    1 0 1    8
    32   2.8478  0.9046  0.7342 -0.6504 -1.1547 -1.7342    -0.7970  0.2412  0.2454    0.0368 -0.3864  0.4392  0.8102    1 0 1    8
    33  -0.7080  1.5962 -0.9060  1.4156 -1.0525 -1.3451     0.5739 -0.4913  0.3587    0.5153  0.0258 -0.4226  0.7451    1 1 1    8
    34   2.9386  1.5919  0.7086  1.6704  1.0402  0.4428    -0.7911  0.1628 -0.3295    0.4946 -0.6262  0.1379  0.5868    1 0 0    8
    35   1.9074 -0.1575 -0.4982  0.4135  0.7775  0.5169     0.1200 -0.3429  0.8249   -0.1417 -0.0407  0.9691  0.1979    0 1 0    8
    36   0.8858 -0.2872  2.1900 -1.5091  1.0690 -1.3216     0.2064  0.2527  0.2751    0.7731 -0.0793  0.6248  0.0751    1 0 0    8
    37  -1.5561  1.4732  2.0459  1.6024 -1.0676 -2.5097     0.0040 -0.2709 -0.4024   -0.1781 -0.8290 -0.0011  0.5301    1 0 1    8
    38   2.8177  0.7082  2.0164 -1.7426 -0.5667 -2.3838    -0.4618  0.1550 -0.0970   -0.3619  0.8794 -0.1213 -0.2846    1 0 1    8
    39  -0.5323 -0.0284  2.1153  2.4750 -1.1827  1.0392     0.3487 -0.2054  0.2129    0.7677 -0.5660  0.0152  0.3001    1 0 1    8
    40   0.3398  1.9837  2.5380  1.7964  0.1451  1.1315    -0.0557 -0.0197 -0.2716    0.7621  0.1697 -0.6246 -0.0151    0 0 0    8
    41  -0.3453 -0.4408  2.4348 -0.8183 -0.3157  1.4681     0.2312 -0.0832  0.2098    0.3133  0.7073  0.1902  0.6044    1 0 1    8
    42   0.5419  0.9715  0.7970 -0.2084 -0.1704  1.3651     0.7216  0.4344  0.1595    0.2066  0.6876  0.5315  0.4495    1 0 1    8
    43  -0.1134  0.2832 -0.3515 -0.8220  0.3006  0.7779     0.0924 -0.0105  0.9110    0.1119  0.0643 -0.0743  0.9888    1 1 0    8
    44  -0.6661 -1.0442  2.4996 -1.1910  1.5706 -2.0096     0.0690 -0.0542  0.2814    0.4890 -0.6670  0.1758  0.5338    1 0 0    8
    45   2.7950  0.6207 -1.3920  2.3701 -0.4179  0.6531     0.0686 -0.0248  0.7102   -0.1069  0.2440 -0.1688  0.9490    0 1 1    8
    46   1.0015  1.5157  1.8228  0.6638 -1.1291 -1.4527     0.1916  0.2994 -0.4459    0.7086 -0.5264  0.2905 -0.3693    1 0 1    8
    47  -0.5509  1.3116  2.0296  2.5647 -0.9583 -0.9751     0.2895 -0.1779 -0.3551    0.7289  0.4273 -0.4519 -0.2863    1 0 1    8
    48   1.4867  1.1265  1.4714 -2.2516 -1.5422 -0.9012     0.0550  0.6523 -0.2174    0.4932  0.6570 -0.5211 -0.2313    1 0 1    8
    49   1.2969  0.2807 -0.3106  1.0022  0.6473 -1.0343     0.0298  0.1062  0.9122   -0.3078 -0.0416  0.5586  0.7691    1 1 0    8
    50   1.8254  1.0457  1.8909  2.0346  0.3941 -1.5324    -0.1227  0.4714 -0.2444   -0.6080  0.7516  0.2411 -0.0858    1 0 0    8
    51   0.0790 -0.1436 -1.6445 -0.8846  1.3742 -1.6618    -0.5315 -0.0421  0.3419    0.4178  0.2075 -0.6261  0.6248    0 1 0    8
    52   0.3182 -0.0370  2.3276 -0.4254 -0.6255 -1.8615     0.3270  0.1077  0.1332    0.7380 -0.1485  0.4757 -0.4549    1 0 1    8
    53   1.3798 -0.8527  1.9042 -0.1584 -1.2206  1.9443     0.0148  0.0764  0.5343   -0.0924 -0.0609  0.9922 -0.0574    1 0 1    8
    54   1.7662  1.6246 -0.4625 -1.9558  0.1388  2.5615    -0.1728  0.8729  0.1666   -0.2433  0.4692  0.7729  0.3511    1 1 0    8
    55  -0.4218  0.0507  1.1144 -1.2447 -0.8686 -1.1820     0.4232 -0.1899  0.6388    0.5049  0.0725  0.7907 -0.3384    1 0 1    8
    56  -0.1804  1.3133  0.7063 -0.0381 -1.3847 -0.1242     0.8535 -0.1556 -0.0937   -0.0101  0.3125 -0.1416  0.9392    1 0 1    8
    57   1.0405  0.9510  1.7359  0.5697 -1.4763 -2.0461     0.2919  0.4979 -0.1699   -0.5392  0.2600 -0.5006  0.6253    1 0 1    8
    58   1.5030  1.4263 -0.9986  0.4696 -0.8055 -1.0312     0.0436  0.6430  0.5015    0.2144  0.0738  0.4078  0.8844    1 1 1    8
    59  -0.2313 -0.8752 -1.0755  1.3353 -1.0572  1.0229    -0.7702  0.1814  0.1104    0.6764  0.4774 -0.5354  0.1669    0 1 1    8
    60   1.4493  0.8696 -1.5497 -0.5254  1.2349 -1.1367     0.0051  0.0417  0.6635   -0.1961  0.2768 -0.0031  0.9407    1 1 0    8
    61   1.0320  0.0273 -1.5957 -1.3834  1.1100 -2.0068    -0.2400 -0.4015  0.4509    0.2067  0.6110 -0.4806  0.5941    0 1 0    8
    62   1.2584  0.5553  1.5393  0.0518 -1.2638  1.6106     0.2007  0.6213  0.1423    0.0960  0.3927  0.9058  0.1271    1 0 1    8
    63   0.7069  1.6928  0.8507  1.5198 -0.1265  1.8434     0.5452  0.4656 -0.4514    0.9293  0.2108  0.2927 -0.0791    1 0 1    8
    64  -2.4133  1.8521  2.2114 -1.3256  0.5900 -2.1572    -0.0372 -0.0332 -0.4150   -0.5287  0.6464  0.3419  0.4311    1 0 0    8
    65   2.6240  0.2790  1.3009  2.5501  1.0671  0.3694    -0.5248  0.2988  0.4282    0.1512 -0.3404 -0.1396  0.9175    1 0 0    8
    66  -1.3652  0.5101  2.2365 -1.0251  0.7677  1.2948     0.0826 -0.3959 -0.0503    0.7340  0.6022 -0.2635 -0.1708    1 0 0    8
    67  -0.4692  0.3463 -0.6223 -1.7084  1.5037 -0.6479     0.0195 -0.0099  0.8851   -0.5498 -0.4291  0.6871 -0.2038    1 1 0    8
